5 ---   Pontos de Pressão PVT
press.    FVF      spec. weight  Viscosity
1000	1.02527	    0.43214	 0.5200
2000	1.02224	    0.43342	 0.5200
3000	1.01621	    0.43599	 0.5200
4000	1.01024	    0.43856	 0.5200
5000	1.00506	    0.44113	 0.5200
(psia    RB/bbl     psi/ft        cp  )
